TransactionID,isFraud_pred,fraud_proba
3732551,0,0.0012
3732552,0,0.0004
3732553,0,0.0006
3732554,0,0.0005
3732555,0,0.0026
3732556,0,0.0008
3732557,0,0.003
3732558,0,0.0123
3732559,0,0.0345
3732560,0,1e-04
3732561,0,0.0003
3732562,0,0.0039
3732563,0,0.0015
3732564,0,1e-04
3732565,0,0.0
3732566,0,0.0008
3732567,0,0.001
3732568,0,0.0011
3732569,0,0.0017
3732570,0,0.0021
3732571,0,0.0805
3732572,0,0.009
3732573,0,0.0
3732574,0,0.0106
3732575,0,0.0006
3732576,0,0.0009
3732577,0,1e-04
3732578,0,0.0003
3732579,0,0.0015
3732580,0,0.0035
3732581,0,0.0037
3732582,0,0.0027
3732583,0,0.0008
3732584,0,0.0019
3732585,0,0.0015
3732586,0,0.0005
3732587,0,0.0096
3732588,0,0.0032
3732589,0,0.0
3732590,0,0.0002
3732591,0,1e-04
3732592,0,0.0063
3732593,0,0.0034
3732594,0,0.002
3732595,0,0.0024
3732596,0,0.0013
3732597,0,0.0032
3732598,0,0.0084
3732599,0,0.002
3732600,0,0.0071
3732601,0,0.0005
3732602,0,0.0008
3732603,0,0.0158
3732604,0,0.0059
3732605,0,0.0036
3732606,0,0.0012
3732607,0,0.1296
3732608,0,0.0132
3732609,0,0.0004
3732610,0,0.0397
3732611,0,0.0037
3732612,0,0.0003
3732613,0,0.0007
3732614,0,0.0232
3732615,0,0.0042
3732616,0,0.0099
3732617,0,0.0008
3732618,1,0.9951
3732619,0,0.0004
3732620,1,0.9951
3732621,0,0.004
3732622,0,0.2981
3732623,0,0.0052
3732624,0,0.0138
3732625,0,0.0008
3732626,0,0.0056
3732627,0,1e-04
3732628,0,0.0017
3732629,0,0.002
3732630,0,0.0187
3732631,0,0.0006
3732632,0,0.0002
3732633,0,0.0007
3732634,0,0.0016
3732635,0,0.002
3732636,0,1e-04
3732637,1,0.9967
3732638,1,0.9991
3732639,0,0.0292
3732640,1,0.9982
3732641,0,0.0079
3732642,0,0.0002
3732643,0,0.0003
3732644,1,0.9984
3732645,0,0.0138
3732646,1,0.9983
3732647,0,1e-04
3732648,0,0.0147
3732649,0,0.0024
3732650,0,0.0269
3732651,0,0.0297
3732652,0,0.0177
3732653,1,0.9769
3732654,0,0.1497
3732655,0,0.0336
3732656,0,0.0004
3732657,0,0.0005
3732658,0,0.0006
3732659,0,1e-04
3732660,0,0.0008
3732661,0,0.0156
3732662,0,0.0101
3732663,0,0.0014
3732664,0,0.0146
3732665,0,0.0039
3732666,0,0.0005
3732667,1,0.9909
3732668,0,0.0006
3732669,1,0.9984
3732670,0,0.0036
3732671,0,0.0659
3732672,1,0.9986
3732673,0,0.0085
3732674,0,0.0069
3732675,0,0.0664
3732676,0,0.0059
3732677,0,0.0016
3732678,0,0.0358
3732679,0,0.0007
3732680,0,0.0039
3732681,0,0.0006
3732682,0,0.0002
3732683,0,0.0866
3732684,0,0.0005
3732685,0,0.1694
3732686,0,0.0005
3732687,0,0.0362
3732688,0,0.0237
3732689,0,0.0
3732690,0,0.0011
3732691,0,0.0006
3732692,0,0.0002
3732693,0,0.0002
3732694,0,0.3706
3732695,0,0.0484
3732696,0,0.0064
3732697,0,0.0259
3732698,0,0.0
3732699,0,0.0027
3732700,0,0.0009
3732701,0,0.0011
3732702,0,0.003
3732703,0,0.0017
3732704,0,0.2272
3732705,0,0.005
3732706,0,0.0013
3732707,0,0.0021
3732708,0,0.001
3732709,0,0.0451
3732710,0,0.0055
3732711,0,0.0005
3732712,0,0.0014
3732713,0,0.0006
3732714,0,0.0005
3732715,0,0.0023
3732716,0,0.0023
3732717,0,0.001
3732718,0,0.0042
3732719,1,0.999
3732720,0,0.0003
3732721,0,0.0015
3732722,0,0.0027
3732723,0,0.0045
3732724,0,0.0016
3732725,0,0.0056
3732726,0,0.0212
3732727,0,0.0012
3732728,0,0.0006
3732729,0,0.0033
3732730,0,0.0004
3732731,0,0.0148
3732732,0,0.0002
3732733,0,0.005
3732734,0,0.0071
3732735,0,0.0042
3732736,1,0.9279
3732737,0,0.0027
3732738,0,0.0243
3732739,0,0.016
3732740,0,0.0009
3732741,1,0.7049
3732742,0,0.0028
3732743,0,0.0021
3732744,0,0.0037
3732745,0,0.0012
3732746,0,0.0043
3732747,0,0.0014
3732748,0,0.0038
3732749,0,0.0036
3732750,1,0.9221
3732751,0,0.0007
3732752,0,0.0042
3732753,0,0.0005
3732754,0,0.0024
3732755,0,0.0016
3732756,0,0.0027
3732757,1,0.9989
3732758,0,0.0319
3732759,0,0.0044
3732760,0,0.0035
3732761,0,0.0027
3732762,0,0.0003
3732763,0,0.0029
3732764,0,0.0043
3732765,0,0.0026
3732766,0,1e-04
3732767,1,0.9941
3732768,0,0.0114
3732769,0,0.0
3732770,0,0.029
3732771,0,1e-04
3732772,0,0.0026
3732773,0,0.0008
3732774,0,0.0008
3732775,0,0.0017
3732776,0,0.0053
3732777,0,0.002
3732778,0,0.0135
3732779,0,0.0207
3732780,0,0.0134
3732781,0,0.0024
3732782,0,0.0872
3732783,0,0.0401
3732784,0,0.0391
3732785,0,0.0045
3732786,1,0.9994
3732787,0,1e-04
3732788,0,0.0003
3732789,0,0.0004
3732790,0,0.0004
3732791,0,0.0013
3732792,0,0.0011
3732793,1,0.9968
3732794,0,0.0015
3732795,0,0.0064
3732796,0,0.0121
3732797,0,0.0013
3732798,0,0.0637
3732799,0,1e-04
3732800,1,0.9955
3732801,0,0.0005
3732802,0,0.0008
3732803,0,0.0006
3732804,0,0.0116
3732805,0,0.0131
3732806,0,0.025
3732807,0,1e-04
3732808,0,0.0008
3732809,0,0.0005
3732810,0,0.0025
3732811,0,0.0003
3732812,0,0.0506
3732813,1,0.7782
3732814,0,0.0881
3732815,0,0.1158
3732816,0,0.0131
3732817,0,0.0018
3732818,1,0.7619
3732819,1,0.63
3732820,0,0.002
3732821,0,0.0
3732822,0,0.0014
3732823,0,0.0003
3732824,0,0.0456
3732825,0,0.008
3732826,0,0.2606
3732827,0,1e-04
3732828,0,0.0052
3732829,0,0.002
3732830,0,1e-04
3732831,0,0.0125
3732832,1,0.6812
3732833,0,0.0266
3732834,1,0.7934
3732835,0,0.0232
3732836,0,1e-04
3732837,0,0.0942
3732838,0,0.1174
3732839,0,0.2014
3732840,0,0.0006
3732841,0,0.0029
3732842,0,0.0264
3732843,1,0.5568
3732844,1,0.9816
3732845,0,0.0036
3732846,0,0.0236
3732847,0,0.0058
3732848,0,0.001
3732849,0,0.0013
3732850,0,0.0125
3732851,0,0.0045
3732852,0,0.0013
3732853,0,0.0114
3732854,0,0.1661
3732855,0,0.0005
3732856,0,0.4028
3732857,1,0.6262
3732858,1,0.8881
3732859,0,0.0003
3732860,0,0.0032
3732861,0,0.0239
3732862,1,0.9911
3732863,0,0.0012
3732864,0,0.0016
3732865,0,1e-04
3732866,0,0.0143
3732867,0,0.0019
3732868,0,0.0006
3732869,0,0.0219
3732870,0,0.0124
3732871,0,0.0059
3732872,0,0.0021
3732873,0,0.0004
3732874,0,0.0137
3732875,0,0.0004
3732876,0,0.0113
3732877,0,0.0009
3732878,0,0.003
3732879,1,0.8627
3732880,0,0.0016
3732881,0,0.0029
3732882,1,0.9889
3732883,1,0.9992
3732884,0,0.4557
3732885,0,0.0039
3732886,0,0.001
3732887,1,0.9991
3732888,0,0.0165
3732889,1,0.9934
3732890,0,0.003
3732891,1,0.9994
3732892,0,0.0063
3732893,0,0.0027
3732894,1,0.995
3732895,1,0.8009
3732896,1,0.9933
3732897,1,0.8437
3732898,0,1e-04
3732899,0,0.0003
3732900,0,0.0214
3732901,0,0.0079
3732902,0,1e-04
3732903,0,1e-04
3732904,0,0.0011
3732905,0,0.0129
3732906,0,0.0296
3732907,0,0.0005
3732908,0,0.4363
3732909,0,0.2681
3732910,1,0.5704
3732911,1,0.8753
3732912,0,0.1645
3732913,0,1e-04
3732914,1,0.9816
3732915,0,0.0013
3732916,0,0.0002
3732917,0,0.0297
3732918,0,0.004
3732919,0,0.0019
3732920,0,1e-04
3732921,0,0.0512
3732922,0,0.0012
3732923,0,0.0023
3732924,0,0.0035
3732925,0,0.0012
3732926,0,0.0071
3732927,0,0.0269
3732928,0,0.0208
3732929,0,0.0019
3732930,1,0.7281
3732931,1,0.6689
3732932,0,0.022
3732933,1,0.6231
3732934,1,0.5805
3732935,0,0.3637
3732936,0,0.4104
3732937,1,0.942
3732938,0,0.0038
3732939,0,0.0035
3732940,0,0.0035
3732941,0,0.0037
3732942,1,0.998
3732943,1,0.9923
3732944,0,0.0031
3732945,1,0.998
3732946,0,0.0109
3732947,1,0.9945
3732948,0,0.2473
3732949,1,0.996
3732950,1,0.9988
3732951,1,0.9974
3732952,0,0.0002
3732953,0,0.0002
3732954,0,0.0021
3732955,0,0.0579
3732956,0,0.0021
3732957,1,0.9375
3732958,1,0.898
3732959,0,0.0557
3732960,0,0.037
3732961,1,0.9879
3732962,0,0.0019
3732963,0,0.0003
3732964,0,1e-04
3732965,0,0.0008
3732966,0,0.0
3732967,0,0.001
3732968,0,0.0
3732969,0,0.0008
3732970,0,0.0043
3732971,0,1e-04
3732972,0,0.0009
3732973,0,0.0065
3732974,0,0.0034
3732975,0,0.2393
3732976,0,0.0
3732977,1,0.5082
3732978,0,0.0
3732979,0,0.3727
3732980,1,0.889
3732981,0,0.1677
3732982,0,0.0027
3732983,1,0.6209
3732984,0,0.2209
3732985,0,0.2246
3732986,0,0.0008
3732987,0,0.0004
3732988,0,0.0011
3732989,0,0.0015
3732990,0,0.0057
3732991,1,0.8754
3732992,0,0.0003
3732993,0,0.0007
3732994,0,0.2632
3732995,0,1e-04
3732996,0,0.0197
3732997,0,0.0025
3732998,0,0.0003
3732999,0,0.002
3733000,0,0.0068
3733001,0,0.011
3733002,0,0.0028
3733003,0,0.0063
3733004,0,0.0084
3733005,0,1e-04
3733006,0,0.0926
3733007,1,0.9691
3733008,0,0.2286
3733009,0,0.0126
3733010,1,0.9802
3733011,0,0.0007
3733012,0,0.001
3733013,1,0.9911
3733014,1,0.9705
3733015,0,0.0003
3733016,1,0.9925
3733017,1,0.999
3733018,1,0.9984
3733019,0,0.0242
3733020,0,0.0007
3733021,0,0.0005
3733022,0,0.0002
3733023,0,0.0007
3733024,0,0.0112
3733025,0,0.0
3733026,0,0.0046
3733027,0,0.005
3733028,0,0.0005
3733029,0,0.0051
3733030,0,0.0494
3733031,0,0.0097
3733032,0,0.0923
3733033,0,0.0
3733034,0,0.0077
3733035,0,0.0128
3733036,0,0.0115
3733037,0,0.0007
3733038,0,0.0121
3733039,0,0.0082
3733040,0,0.0047
3733041,0,0.0067
3733042,0,0.0497
3733043,0,0.0021
3733044,0,0.0003
3733045,0,0.0002
3733046,0,0.0004
3733047,0,0.0022
3733048,0,0.2516
3733049,0,0.006
3733050,0,0.0022
3733051,0,0.0014
3733052,0,0.001
3733053,0,0.0003
3733054,0,0.0032
3733055,0,1e-04
3733056,0,0.0016
3733057,0,0.0031
3733058,0,0.0054
3733059,0,0.0017
3733060,0,0.0016
3733061,0,0.0096
3733062,0,0.0054
3733063,0,0.0002
3733064,0,0.0004
3733065,0,1e-04
3733066,0,0.0005
3733067,0,0.2122
3733068,0,0.0002
3733069,0,0.069
3733070,0,0.0006
3733071,0,0.0046
3733072,0,0.0153
3733073,0,0.1455
3733074,0,0.0014
3733075,0,0.0006
3733076,0,0.0226
3733077,0,0.0009
3733078,0,0.0279
3733079,0,0.0052
3733080,0,0.0003
3733081,0,1e-04
3733082,0,0.0005
3733083,0,0.0084
3733084,0,0.0085
3733085,0,1e-04
3733086,0,0.0009
3733087,0,0.0006
3733088,0,0.0013
3733089,0,0.0007
3733090,0,0.0006
3733091,0,0.0016
3733092,0,0.0
3733093,0,0.0046
3733094,0,0.0003
3733095,0,0.0002
3733096,0,0.0236
3733097,0,0.0024
3733098,0,0.0008
3733099,0,0.0003
3733100,0,0.0102
3733101,0,1e-04
3733102,0,0.0062
3733103,0,0.0017
3733104,0,0.005
3733105,0,0.0002
3733106,0,0.0007
3733107,0,0.0
3733108,0,0.0002
3733109,0,0.0014
3733110,0,0.0
3733111,0,0.0003
3733112,0,0.0105
3733113,0,0.0048
3733114,0,0.0028
3733115,0,0.002
3733116,1,0.9129
3733117,0,0.0348
3733118,0,0.01
3733119,0,0.0018
3733120,0,0.0
3733121,0,0.0004
3733122,0,0.017
3733123,0,0.0038
3733124,0,0.0003
3733125,0,0.0541
3733126,0,0.0074
3733127,0,0.0021
3733128,0,1e-04
3733129,0,0.001
3733130,0,0.0022
3733131,0,0.0069
3733132,0,0.0004
3733133,0,0.0002
3733134,0,0.0002
3733135,0,0.0003
3733136,1,0.9988
3733137,0,0.0
3733138,0,0.0022
3733139,0,0.0039
3733140,0,0.0
3733141,0,0.0235
3733142,0,0.0009
3733143,0,0.0002
3733144,0,0.0039
3733145,0,0.0033
3733146,1,0.9731
3733147,0,0.0021
3733148,0,0.0012
3733149,0,0.0138
3733150,0,0.0066
3733151,0,0.0092
3733152,0,0.0013
3733153,0,0.0002
3733154,0,0.0041
3733155,0,0.0013
3733156,0,0.001
3733157,0,1e-04
3733158,0,0.0035
3733159,0,0.0075
3733160,1,0.9606
3733161,0,0.0004
3733162,1,0.9238
3733163,0,0.0027
3733164,0,0.017
3733165,0,0.0015
3733166,0,0.001
3733167,0,0.0004
3733168,0,0.0018
3733169,0,0.0035
3733170,1,0.9955
3733171,0,0.0005
3733172,0,0.0059
3733173,0,1e-04
3733174,0,0.0008
3733175,0,0.0007
3733176,0,0.0116
3733177,0,0.0091
3733178,0,0.0014
3733179,0,0.0068
3733180,1,0.9929
3733181,0,0.2171
3733182,0,0.0002
3733183,0,0.0048
3733184,0,0.0013
3733185,1,0.5791
3733186,0,0.0025
3733187,0,0.0608
3733188,0,0.0516
3733189,0,0.0009
3733190,0,0.0015
3733191,0,0.0002
3733192,0,0.0199
3733193,0,0.0
3733194,0,0.0044
3733195,0,0.0037
3733196,0,0.0327
3733197,0,1e-04
3733198,0,0.0022
3733199,0,0.0234
3733200,0,0.0007
3733201,0,0.0113
3733202,0,0.0007
3733203,0,0.0098
3733204,0,0.0108
3733205,0,0.4288
3733206,0,0.0006
3733207,0,0.0982
3733208,0,1e-04
3733209,0,0.0007
3733210,0,0.0021
3733211,0,0.0
3733212,0,0.0084
3733213,0,0.0014
3733214,0,0.0003
3733215,0,0.0013
3733216,0,0.0
3733217,0,0.0014
3733218,0,0.0315
3733219,0,0.0246
3733220,0,0.0088
3733221,0,1e-04
3733222,0,1e-04
3733223,0,0.0585
3733224,0,0.0095
3733225,0,0.0052
3733226,0,0.0004
3733227,0,0.0025
3733228,0,0.2194
3733229,0,1e-04
3733230,1,0.8039
3733231,0,0.0041
3733232,0,0.0003
3733233,0,1e-04
3733234,1,0.8449
3733235,0,0.0002
3733236,0,1e-04
3733237,0,0.3729
3733238,0,0.0
3733239,0,0.009
3733240,0,0.0002
3733241,0,0.0004
3733242,0,0.0051
3733243,0,0.0026
3733244,0,0.0094
3733245,0,0.0268
3733246,0,0.004
3733247,0,0.2167
3733248,1,0.7689
3733249,0,0.0013
3733250,0,0.0002
3733251,0,0.0019
3733252,0,0.0014
3733253,0,0.0003
3733254,0,1e-04
3733255,0,0.0
3733256,0,0.0006
3733257,0,0.004
3733258,0,0.0078
3733259,0,0.0006
3733260,0,0.0121
3733261,0,0.0879
3733262,0,0.003
3733263,0,0.0009
3733264,0,0.0113
3733265,0,0.0059
3733266,1,0.7895
3733267,0,0.001
3733268,0,0.0054
3733269,0,0.0003
3733270,0,0.0379
3733271,0,0.0376
3733272,0,0.0006
3733273,0,0.0016
3733274,0,0.1113
3733275,0,0.0016
3733276,0,0.0818
3733277,1,0.9871
3733278,0,0.0
3733279,1,0.543
3733280,0,0.0197
3733281,0,0.0025
3733282,0,0.0016
3733283,0,0.035
3733284,0,1e-04
3733285,0,0.0006
3733286,0,0.0006
3733287,0,0.0002
3733288,0,0.0013
3733289,0,0.0056
3733290,0,0.002
3733291,0,0.0012
3733292,0,0.0005
3733293,0,0.0248
3733294,0,0.0125
3733295,0,0.014
3733296,0,0.0011
3733297,0,0.0033
3733298,0,0.0004
3733299,0,0.0002
3733300,0,0.003
3733301,0,0.0
3733302,0,0.0538
3733303,0,0.0025
3733304,0,0.0017
3733305,0,0.0
3733306,0,0.003
3733307,0,0.0003
3733308,0,0.0013
3733309,0,0.0056
3733310,0,0.0023
3733311,0,0.0005
3733312,0,0.0041
3733313,0,1e-04
3733314,0,0.0002
3733315,0,0.0304
3733316,0,0.0022
3733317,0,0.0034
3733318,0,0.0004
3733319,0,0.0013
3733320,0,0.0073
3733321,0,0.0011
3733322,0,0.0025
3733323,0,0.0037
3733324,0,0.0009
3733325,0,0.001
3733326,0,0.001
3733327,0,0.0031
3733328,0,0.001
3733329,0,0.0023
3733330,0,0.1862
3733331,0,0.0021
3733332,0,0.0044
3733333,0,0.0197
3733334,0,0.0082
3733335,0,0.0237
3733336,0,0.0
3733337,0,0.0044
3733338,0,0.0142
3733339,0,0.0004
3733340,0,0.0003
3733341,0,0.0018
3733342,0,0.0002
3733343,0,0.0021
3733344,0,0.0017
3733345,0,0.0004
3733346,0,0.0006
3733347,0,0.0014
3733348,0,0.0005
3733349,0,0.0105
3733350,0,0.0018
3733351,0,0.0004
3733352,0,0.0334
3733353,0,0.0011
3733354,0,0.0022
3733355,0,0.0006
3733356,0,0.0088
3733357,1,0.6289
3733358,0,0.0088
3733359,0,0.0008
3733360,0,1e-04
3733361,0,0.0149
3733362,0,0.0007
3733363,0,0.0091
3733364,0,0.0029
3733365,0,0.0013
3733366,0,0.0005
3733367,0,0.027
3733368,1,0.8145
3733369,0,0.0
3733370,0,0.0011
3733371,0,0.0003
3733372,0,0.0008
3733373,0,0.0008
3733374,0,0.0028
3733375,0,0.0
3733376,0,0.002
3733377,0,0.0006
3733378,0,1e-04
3733379,0,0.0002
3733380,0,0.0002
3733381,0,1e-04
3733382,0,0.0003
3733383,0,0.0008
3733384,0,0.0002
3733385,0,0.0004
3733386,0,0.0006
3733387,0,0.0005
3733388,0,0.0
3733389,0,1e-04
3733390,0,0.0732
3733391,0,0.0003
3733392,0,0.0018
3733393,0,0.015
3733394,0,0.0044
3733395,0,0.0005
3733396,0,0.0067
3733397,0,0.0003
3733398,0,0.0074
3733399,0,0.006
3733400,0,0.0043
3733401,0,0.0004
3733402,0,1e-04
3733403,0,0.0003
3733404,0,0.0029
3733405,0,0.1275
3733406,0,0.0006
3733407,0,0.0002
3733408,0,0.0055
3733409,0,0.002
3733410,0,0.0128
3733411,0,1e-04
3733412,0,0.0007
3733413,0,0.0024
3733414,0,0.0006
3733415,0,1e-04
3733416,0,0.0003
3733417,0,0.064
3733418,0,0.0002
3733419,0,0.0003
3733420,0,0.0277
3733421,0,0.0118
3733422,0,0.0009
3733423,0,0.0036
3733424,0,0.0032
3733425,0,0.0004
3733426,0,0.0041
3733427,0,0.0017
3733428,0,0.0028
3733429,0,0.0033
3733430,0,1e-04
3733431,0,0.0002
3733432,0,0.0079
3733433,0,0.0005
3733434,0,0.1888
3733435,0,0.0008
3733436,0,0.0002
3733437,0,0.0012
3733438,0,1e-04
3733439,0,0.0002
3733440,0,0.0003
3733441,0,1e-04
3733442,0,0.0004
3733443,0,0.0115
3733444,0,0.0018
3733445,0,0.0009
3733446,0,0.0011
3733447,0,0.0005
3733448,0,0.0023
3733449,0,0.0002
3733450,0,0.0015
3733451,0,0.0019
3733452,0,0.0018
3733453,0,0.0003
3733454,0,0.0038
3733455,0,0.0097
3733456,0,0.0024
3733457,0,0.0056
3733458,0,0.0043
3733459,0,0.0022
3733460,0,0.0099
3733461,0,0.0404
3733462,0,0.0034
3733463,0,0.0081
3733464,0,0.0066
3733465,0,0.0272
3733466,0,0.0052
3733467,0,0.0021
3733468,0,0.0058
3733469,0,0.0024
3733470,0,0.0265
3733471,0,0.0033
3733472,0,0.3645
3733473,0,1e-04
3733474,0,0.0668
3733475,0,0.0029
3733476,0,0.0003
3733477,0,0.0003
3733478,0,0.1089
3733479,0,0.002
3733480,0,0.0011
3733481,0,1e-04
3733482,0,0.0044
3733483,0,0.0035
3733484,0,0.0049
3733485,0,0.0436
3733486,0,0.0003
3733487,0,0.0009
3733488,0,0.0045
3733489,0,0.0004
3733490,0,0.0002
3733491,0,0.0033
3733492,0,0.0055
3733493,0,0.0007
3733494,0,0.0041
3733495,0,0.0
3733496,0,0.0041
3733497,0,0.0006
3733498,0,0.018
3733499,0,0.0135
3733500,1,0.6549
3733501,0,0.0162
3733502,0,0.0012
3733503,0,0.002
3733504,0,0.0002
3733505,0,0.0002
3733506,0,0.0269
3733507,0,0.0002
3733508,0,0.0658
3733509,0,0.0129
3733510,0,0.0014
3733511,0,0.0071
3733512,0,0.0024
3733513,0,0.0141
3733514,0,0.0002
3733515,0,0.0085
3733516,0,0.0423
3733517,0,1e-04
3733518,0,0.0571
3733519,0,0.0058
3733520,0,0.0378
3733521,0,0.0
3733522,0,0.0074
3733523,0,0.003
3733524,0,0.0013
3733525,0,0.0
3733526,0,1e-04
3733527,0,0.0004
3733528,0,0.0004
3733529,0,0.001
3733530,0,0.0084
3733531,0,0.0008
3733532,0,0.0012
3733533,0,0.0017
3733534,0,0.0025
3733535,0,0.0033
3733536,0,0.0084
3733537,0,0.0027
3733538,0,0.0073
3733539,0,0.0006
3733540,0,0.0085
3733541,0,0.0166
3733542,0,0.001
3733543,0,0.0016
3733544,0,0.0017
3733545,0,0.0012
3733546,0,0.113
3733547,0,0.0004
3733548,0,0.0015
3733549,0,0.0022
3733550,0,1e-04
3733551,0,0.0008
3733552,0,0.004
3733553,0,0.0006
3733554,0,0.0119
3733555,0,0.0053
3733556,0,0.0006
3733557,0,0.052
3733558,0,0.0042
3733559,0,0.0094
3733560,0,0.0398
3733561,0,0.0118
3733562,0,0.0147
3733563,0,0.0005
3733564,0,0.0059
3733565,0,0.0415
3733566,0,0.0197
3733567,0,0.0019
3733568,0,0.0006
3733569,0,0.0004
3733570,0,0.0
3733571,0,0.0035
3733572,0,0.0008
3733573,0,0.0005
3733574,0,0.0
3733575,0,0.0106
3733576,0,0.001
3733577,0,0.0009
3733578,0,0.0034
3733579,0,0.0065
3733580,0,0.0405
3733581,0,0.0277
3733582,0,0.021
3733583,0,0.0003
3733584,0,0.0061
3733585,0,0.0035
3733586,0,0.0002
3733587,0,0.0039
3733588,0,0.0048
3733589,0,0.0002
3733590,0,0.01
3733591,0,0.0003
3733592,0,0.0017
3733593,0,0.0096
3733594,0,1e-04
3733595,0,0.0571
3733596,0,0.0022
3733597,0,0.1104
3733598,0,0.013
3733599,0,0.0003
3733600,0,0.0047
3733601,0,0.0015
3733602,0,0.0369
3733603,0,0.0003
3733604,0,0.0457
3733605,0,0.0002
3733606,0,0.0245
3733607,0,0.0296
3733608,0,0.4649
3733609,0,0.0036
3733610,0,0.0006
3733611,0,0.004
3733612,0,0.0011
3733613,0,0.0006
3733614,0,0.0014
3733615,1,0.8834
3733616,0,0.0021
3733617,0,0.0013
3733618,0,0.0109
3733619,0,0.0228
3733620,0,0.0389
3733621,0,0.0053
3733622,0,0.0038
3733623,0,0.0245
3733624,0,0.0
3733625,0,0.003
3733626,0,0.0002
3733627,0,0.0369
3733628,0,0.0102
3733629,0,0.0005
3733630,0,0.0071
3733631,0,0.0023
3733632,0,0.0793
3733633,0,0.0084
3733634,0,0.0012
3733635,0,0.0046
3733636,0,0.0004
3733637,0,0.0007
3733638,0,0.0003
3733639,0,0.0013
3733640,0,0.0063
3733641,0,0.0002
3733642,0,0.0
3733643,0,0.0004
3733644,0,0.0103
3733645,0,0.0003
3733646,0,0.0027
3733647,0,0.033
3733648,0,0.0006
3733649,0,0.006
3733650,0,0.0008
3733651,0,0.0118
3733652,0,0.0022
3733653,0,0.0189
3733654,0,0.0
3733655,0,0.0016
3733656,0,0.0012
3733657,0,0.0223
3733658,0,0.0011
3733659,0,0.0031
3733660,0,0.014
3733661,0,0.0013
3733662,0,1e-04
3733663,0,1e-04
3733664,0,0.0078
3733665,0,0.0014
3733666,0,0.0214
3733667,0,0.0008
3733668,0,0.0031
3733669,0,0.0159
3733670,1,0.9511
3733671,0,0.0019
3733672,0,0.0106
3733673,0,0.005
3733674,0,0.0029
3733675,0,0.0062
3733676,0,0.0029
3733677,0,0.0179
3733678,0,0.002
3733679,0,0.0078
3733680,0,0.0006
3733681,0,0.0018
3733682,0,0.0024
3733683,0,0.0011
3733684,0,0.0062
3733685,0,0.0002
3733686,0,0.0008
3733687,0,0.0003
3733688,0,0.0119
3733689,0,0.0016
3733690,0,0.0004
3733691,0,0.0315
3733692,0,1e-04
3733693,0,0.0026
3733694,0,0.001
3733695,0,0.0126
3733696,0,0.0021
3733697,0,0.0005
3733698,0,0.0006
3733699,0,0.0046
3733700,0,0.0082
3733701,0,0.0044
3733702,0,0.0006
3733703,0,0.001
3733704,0,0.0002
3733705,0,0.0046
3733706,0,0.0027
3733707,0,0.0017
3733708,0,0.0046
3733709,0,0.0603
3733710,0,0.0
3733711,0,0.0607
3733712,0,0.001
3733713,0,0.0058
3733714,0,0.0023
3733715,0,0.0024
3733716,0,0.0005
3733717,0,0.006
3733718,0,0.0023
3733719,0,0.0004
3733720,0,0.0618
3733721,0,0.0039
3733722,0,0.0154
3733723,0,0.0014
3733724,0,0.0008
3733725,0,0.0201
3733726,0,0.0008
3733727,0,0.0652
3733728,0,0.0397
3733729,0,0.0322
3733730,0,0.0803
3733731,0,0.0039
3733732,0,0.0057
3733733,0,0.0082
3733734,0,0.0065
3733735,0,0.0796
3733736,0,0.0007
3733737,0,0.0007
3733738,0,0.0168
3733739,0,0.0157
3733740,0,0.0011
3733741,0,0.0163
3733742,0,0.0018
3733743,0,0.0005
3733744,0,1e-04
3733745,0,0.0018
3733746,0,0.0033
3733747,0,0.0066
3733748,0,0.0117
3733749,0,0.0009
3733750,0,0.0181
3733751,0,0.0068
3733752,0,0.0004
3733753,0,0.0009
3733754,0,0.0015
3733755,0,0.0057
3733756,0,0.0142
3733757,0,0.0013
3733758,0,0.0003
3733759,0,0.0002
3733760,0,0.001
3733761,0,0.0057
3733762,0,0.0012
3733763,0,0.0138
3733764,0,0.0026
3733765,0,0.002
3733766,0,0.0049
3733767,0,0.0032
3733768,0,0.0011
3733769,1,0.5278
3733770,0,0.0
3733771,0,0.0027
3733772,0,0.0057
3733773,0,0.0003
3733774,0,0.0092
3733775,0,0.001
3733776,0,0.0017
3733777,0,0.0031
3733778,0,0.0291
3733779,0,0.0015
3733780,0,0.003
3733781,0,0.003
3733782,0,1e-04
3733783,0,0.0125
3733784,0,0.003
3733785,0,0.0003
3733786,0,0.001
3733787,0,0.0007
3733788,0,0.0008
3733789,0,0.0003
3733790,0,0.0701
3733791,0,0.011
3733792,0,0.0006
3733793,0,0.0125
3733794,0,0.005
3733795,0,0.0067
3733796,0,0.0005
3733797,0,0.0004
3733798,0,0.012
3733799,0,0.016
3733800,0,0.0123
3733801,0,0.0016
3733802,0,0.0066
3733803,0,1e-04
3733804,0,0.0002
3733805,0,0.0
3733806,0,0.0011
3733807,0,0.0008
3733808,0,0.001
3733809,0,0.0029
3733810,0,0.0032
3733811,0,0.0052
3733812,0,0.0143
3733813,0,1e-04
3733814,0,0.0011
3733815,0,0.0002
3733816,0,0.0006
3733817,0,0.0372
3733818,0,0.0003
3733819,0,1e-04
3733820,0,0.0003
3733821,0,1e-04
3733822,0,0.0009
3733823,0,0.0898
3733824,0,0.0109
3733825,0,0.0015
3733826,1,0.8751
3733827,0,0.0052
3733828,0,0.0476
3733829,0,0.0064
3733830,1,0.9915
3733831,0,0.0013
3733832,1,0.9291
3733833,1,0.845
3733834,1,0.9084
